,title,content
314,[스마트폰] 샤오미 레드미 노트 10 프로 차이나(Redmi... ,"(Touchscreen/slate) 스마트폰(Smartphone) 색상 그레이(Gray), 블루/그린(Blue... 글 스마트폰] 샤오미 포코 F3 X3 GT(Poco F3 X3 GT) (0) 2021.07.07 [스마트폰]... "
315,"스마트폰 중독, 우리들의 머리맡에서 정신건강 갉아먹는다?","스마트폰 중독, 우리들의 머리맡에서 정신건강 갉아먹는다? 댓글 0 건강 2021. 1.... syndrome: 스마트 기기의 스크린에서 방사되는 X 선 · 전리방사선 등의 해로운... "
316,삼성 갤럭시 스마트폰 앱 아이콘 폴더 투명하게 만들기,삼성 갤럭시 스마트폰을 사용하시는 분들은 기본적으로 삼성에서 제공을 하는 OneUi... 이번 포스팅에서는 삼성 갤럭시 스마트폰 앱 아이콘 폴더를 투명하게 만드는... 
317,[정보] 스마트폰 수명 단축시키는 습관,현대인의 필수품인 스마트폰! 배터리가 0%로 닳을수록 내 수명도 함께 닳는 느낌이... 그런데 스마트폰을 사용하면 할수록 배터리가 빨리 닳는 건 인지상정! 스마트폰의... 
318,"스마트폰 전문가, 프로 모드 사용해보기",카메라는 스마트폰일 겁니다. 가장 사용하기 쉽고 휴대하기도 간편하며 사진뿐 아니라 영상 촬영까지 편하게 사용할 수 있으며 지금은 스마트 raycat.net 가장 작은... 
319,[스마트폰] 삼성 갤럭시 점프(Galaxy Jump),"(Touchscreen/slate) 스마트폰(Smartphone) 색상 어썸 레드(Awesome Red), 어썸... 글 [스마트폰] 삼성 갤럭시 Z 폴드 3 5G(Galaxy Z Fold3 5G) (0) 2021.05.17... "
320,LG 롤러블 폰(lg rollbale) 스마트폰 상세보기 [CES2021],하츠의 꿈 LG 롤러블 폰(lg rollbale) 스마트폰 상세보기 [CES2021] 본문 울랄라 스마트폰 리뷰 LG 롤러블 폰(lg rollbale) 스마트폰 상세보기 [CES2021] 명섭이 2021. 1.... 
321,"화웨이의 새로운 폴더블 스마트폰, Mate X2 이야기",반응형 지난 2021년 2월 22일에 화웨이는 폴더블 스마트폰인 Mate Xs의 후속 모델인... 폴더블 스마트폰이다. 일단 아래의 소개 영상부터 보고 밑에 내용을 보면 왜... 
322,[스마트폰] 에이수스 젠폰 8 플립(Zenfone 8 Flip),(Touchscreen/slate) 스마트폰(Smartphone) 색상 갤럭틱 블랙(Galactic Black)... 글 [스마트폰] 샤오미 포코 M3 프로(Poco M3 Pro) (0) 2021.05.20 [스마트폰]... 
323,드디어 스마트폰용 1인치 이미지센서 Sony IMX800 등장,사진은 권력이다 드디어 스마트폰용 1인치 이미지센서 Sony IMX800 등장 본문 IT/가젯/모바일(휴대폰) 드디어 스마트폰용 1인치 이미지센서 Sony IMX800 등장 썬도그... 
324,[스마트폰] 모토로라 엣지 20 퓨전(Edge 20 Fusion),(Touchscreen/slate) 스마트폰(Smartphone) 색상 일렉트릭 그래파이트(Electric... 글 [스마트폰] 모토로라 엣지 20 퓨전(Edge 20 Fusion) (0) 2021.08.25 [PMP]... 
325,"스마트폰 이미지센서 시장 점유율 50%가 깨진 소니, 빠른... ","사진은 권력이다 스마트폰 이미지센서 시장 점유율 50%가 깨진 소니, 빠른 추격자 삼성 본문 사진정보/카메라 스마트폰 이미지센서 시장 점유율 50%가 깨진 소니... "
326,"스마트폰 교체,통신 비용 단상",728x90 사진-픽사베이 난 사실 스마트폰은 별로 활용을 안 한다 게임을 하는 것도 아니고 폰 사진도 아주 필요할 때가 아니면 잘 안 찍는다 그렇다고 음악을 자주... 
327,LG전자 스마트폰은 왜 안 팔렸을까? 지난 10년을 돌아보다,"폰 같았습니다. LG G5가 내놓은 결과물은 처첨했습니다. 2016년 3분기 LG MC사업부 영업이익은 무려 -4,256억이고 2016년 전체는 1조 2천억의 적자였습니다. LG 스마트폰 중... "
328,샤오미 미10 울트라! 10주년 기념 스마트폰 스펙과 가격은?,대표하는 스마트폰 제조사입니다. 최근에는 생태계를 구축해서 정말 다양한 제품들을 판매하고 있습니다. 그리고 이번에는 창사 10년 기념 스마트폰 샤오미 Mi 10... 
329,스마트폰을 활용한 유튜브 동영상 제작 9강~11강 강의,반응형 강의 개요 강의주제 : 스마트폰을 활용한 유튜브 동영상 제작 강의... 31 스마트폰을 활용한 유튜브 동영상 제작 9강~11강 강의 (0) 2021.05.31 내 손 안의... 
330,월마트(Walmart)는 왜 직원들에게 스마트폰을 무료로 제공... ,직원들에게 499달러의 스마트폰 뿐만 아니라 케이스와 스마트폰이 손상된... (0) 2021.06.01 크로거(Korger)매장자동화를 위해 스마트 쇼핑카트 테스트 (0) 2021.... 
331,[스마트폰] 샤오미 레드미 노트 10 프로 차이나(Redmi... ,"(Touchscreen/slate) 스마트폰(Smartphone) 색상 그레이(Gray), 블루/그린(Blue... 글 스마트폰] 샤오미 포코 F3 X3 GT(Poco F3 X3 GT) (0) 2021.07.07 [스마트폰]... "
332,"스마트폰 중독, 우리들의 머리맡에서 정신건강 갉아먹는다?","스마트폰 중독, 우리들의 머리맡에서 정신건강 갉아먹는다? 댓글 0 건강 2021. 1.... syndrome: 스마트 기기의 스크린에서 방사되는 X 선 · 전리방사선 등의 해로운... "
333,삼성 갤럭시 스마트폰 앱 아이콘 폴더 투명하게 만들기,삼성 갤럭시 스마트폰을 사용하시는 분들은 기본적으로 삼성에서 제공을 하는 OneUi... 이번 포스팅에서는 삼성 갤럭시 스마트폰 앱 아이콘 폴더를 투명하게 만드는... 
334,[정보] 스마트폰 수명 단축시키는 습관,현대인의 필수품인 스마트폰! 배터리가 0%로 닳을수록 내 수명도 함께 닳는 느낌이... 그런데 스마트폰을 사용하면 할수록 배터리가 빨리 닳는 건 인지상정! 스마트폰의... 
335,"스마트폰 전문가, 프로 모드 사용해보기",카메라는 스마트폰일 겁니다. 가장 사용하기 쉽고 휴대하기도 간편하며 사진뿐 아니라 영상 촬영까지 편하게 사용할 수 있으며 지금은 스마트 raycat.net 가장 작은... 
336,[스마트폰] 삼성 갤럭시 점프(Galaxy Jump),"(Touchscreen/slate) 스마트폰(Smartphone) 색상 어썸 레드(Awesome Red), 어썸... 글 [스마트폰] 삼성 갤럭시 Z 폴드 3 5G(Galaxy Z Fold3 5G) (0) 2021.05.17... "
337,LG 롤러블 폰(lg rollbale) 스마트폰 상세보기 [CES2021],하츠의 꿈 LG 롤러블 폰(lg rollbale) 스마트폰 상세보기 [CES2021] 본문 울랄라 스마트폰 리뷰 LG 롤러블 폰(lg rollbale) 스마트폰 상세보기 [CES2021] 명섭이 2021. 1.... 
338,"화웨이의 새로운 폴더블 스마트폰, Mate X2 이야기",반응형 지난 2021년 2월 22일에 화웨이는 폴더블 스마트폰인 Mate Xs의 후속 모델인... 폴더블 스마트폰이다. 일단 아래의 소개 영상부터 보고 밑에 내용을 보면 왜... 
339,[스마트폰] 에이수스 젠폰 8 플립(Zenfone 8 Flip),(Touchscreen/slate) 스마트폰(Smartphone) 색상 갤럭틱 블랙(Galactic Black)... 글 [스마트폰] 샤오미 포코 M3 프로(Poco M3 Pro) (0) 2021.05.20 [스마트폰]... 
340,드디어 스마트폰용 1인치 이미지센서 Sony IMX800 등장,사진은 권력이다 드디어 스마트폰용 1인치 이미지센서 Sony IMX800 등장 본문 IT/가젯/모바일(휴대폰) 드디어 스마트폰용 1인치 이미지센서 Sony IMX800 등장 썬도그... 
341,스마트폰을 PC 화상캠/웹캠으로 사용하기 - 드로이드캠,그래서 스마트폰을 PC와 연결해서 웹캠 대체용으로 쓸 방법이 없나 알아본 후... 사용을 위해선 스마트폰과 PC 모두에 드로이드캠 앱 또는 프로그램을 설치해야... 
342,스마트폰 활용 콘텐츠 제작 교육 강의 5강~7강,"반응형 강의 개요 강의주제 : 스마트폰을 스마트하게 활용하기(사진&영상) 강의형태 : 커리큘럼 강의일시 : 2021년 4월 20일(화), 4월 27일(화), 5월 4일(화) 강의대상... "
343,LG 트롬 건조기 스마트폰으로 자가 진단하기,LG 건조기 스마트 진단 모든 스마트폰은 마이크가 아래쪽에 하나 위쪽에 하나 보통 이렇게 2개가 있기 때문에 위 사진처럼 스마트폰을 스마트 진단 아이콘 바로 위에... 
344,로또 스마트폰으로 온라인 구매 하는 방법??,그러면 스마트폰에서도 가능할까요? 대부분 javascript 로 만들어져 있는 사이트이고 별도의 보안 프로그램 설치 없이 구입을 할수가 있어서 스마트폰에서도... 
345,그때 그 시절 - 나의 첫 스마트폰 삼성 갤럭시S,"폰들을 스마트폰 이라고 우기고 있었습니다 삼성이 아이폰을 들여오지 말라고... 첫 스마트폰, 처음 일년반 동안은 너무 좋았던 추억은 남아 있습니다 전원과 이어폰... "
346,[스마트폰] 인피닉스 노트 10(Note 10),"(Touchscreen/slate) 스마트폰(Smartphone) 색상 블랙(Black), 퍼플(Purple)... 28 [스마트폰] 인피닉스 노트 10 프로(Note 10 Pro) (0) 2021.05.22 [스마트폰]... "
347,스마트폰 사진 잘찍는법 인물 사진 라이브포커스 활용,발전하며 스마트폰에서도 구현이 되고 있습니다. 요즘 스마트폰에는 아웃포커스를 위한 심도 카메라를 따로 넣어주는 경우도 있습니다. 단 스마트폰에서 구현되는... 
348,LG Q52 스마트폰 스펙! 프리미엄 스마트폰 빰친 LG Q52 디자인,"LG Q52 스마트폰 스펙, 가격, 디자인 3박자 가성비폰 스마트폰을 고를 때 가장 중요한 것 중 하나가 디자인이라는 생각이 듭니다. 아무리 가성비폰이라고 해도... "
349,다음 스마트폰 뉴스 서비스 유감,언제부터인가 스마트폰 뉴스어플인 모두의 신문에서 다음뉴스를 제공하지 않고 있다. 네이버 뉴스는 잘되고 있다. 👉네이버 뉴스는 조선일보 노출이 부쩍... 
350,스마트폰 갤럭시 부재중 통화 표시하는 방법,반응형 갤럭시 스마트폰의 기본 전화 앱과 SK 가입자가 주로 사용하는 T 전화 앱의... 잠긴 스마트폰 화면에 알림을 표시할 것인지 결정하는 옵션입니다 . 스마트폰의... 
351,윈도우10 사용자 휴대폰 써보니.. 스마트폰은 주머니로..,"사용하면서 스마트폰의 알림을 받거나, 심지어는 앱도 윈도우10 에서 실행할수... 윈도우 PC 를 사용하는 동안에는 스마트폰은 가방이나 주머니에 넣어 두어도 문제가... "
352,디자인 깔끔 실속형 LTE 스마트폰 LG Q52 후기,요즘 출시되는 스마트폰이 대부분 5G 서비스를 지원하는 스마트폰인데 오랜만에 LTE 통신을 지원하는 보급형 스마트폰이 나왔습니다. 보통 보급형 스마트폰은... 
353,"스마트폰 전문가, 프로 모드 사용해보기",카메라는 스마트폰일 겁니다. 가장 사용하기 쉽고 휴대하기도 간편하며 사진뿐 아니라 영상 촬영까지 편하게 사용할 수 있으며 지금은 스마트 raycat.net 가장 작은... 
354,[스마트폰] 삼성 갤럭시 점프(Galaxy Jump),"(Touchscreen/slate) 스마트폰(Smartphone) 색상 어썸 레드(Awesome Red), 어썸... 글 [스마트폰] 삼성 갤럭시 Z 폴드 3 5G(Galaxy Z Fold3 5G) (0) 2021.05.17... "
355,LG 롤러블 폰(lg rollbale) 스마트폰 상세보기 [CES2021],하츠의 꿈 LG 롤러블 폰(lg rollbale) 스마트폰 상세보기 [CES2021] 본문 울랄라 스마트폰 리뷰 LG 롤러블 폰(lg rollbale) 스마트폰 상세보기 [CES2021] 명섭이 2021. 1.... 
356,"화웨이의 새로운 폴더블 스마트폰, Mate X2 이야기",반응형 지난 2021년 2월 22일에 화웨이는 폴더블 스마트폰인 Mate Xs의 후속 모델인... 폴더블 스마트폰이다. 일단 아래의 소개 영상부터 보고 밑에 내용을 보면 왜... 
357,[스마트폰] 에이수스 젠폰 8 플립(Zenfone 8 Flip),(Touchscreen/slate) 스마트폰(Smartphone) 색상 갤럭틱 블랙(Galactic Black)... 글 [스마트폰] 샤오미 포코 M3 프로(Poco M3 Pro) (0) 2021.05.20 [스마트폰]... 
358,드디어 스마트폰용 1인치 이미지센서 Sony IMX800 등장,사진은 권력이다 드디어 스마트폰용 1인치 이미지센서 Sony IMX800 등장 본문 IT/가젯/모바일(휴대폰) 드디어 스마트폰용 1인치 이미지센서 Sony IMX800 등장 썬도그... 
359,스마트폰을 PC 화상캠/웹캠으로 사용하기 - 드로이드캠,그래서 스마트폰을 PC와 연결해서 웹캠 대체용으로 쓸 방법이 없나 알아본 후... 사용을 위해선 스마트폰과 PC 모두에 드로이드캠 앱 또는 프로그램을 설치해야... 
360,스마트폰 활용 콘텐츠 제작 교육 강의 5강~7강,"반응형 강의 개요 강의주제 : 스마트폰을 스마트하게 활용하기(사진&영상) 강의형태 : 커리큘럼 강의일시 : 2021년 4월 20일(화), 4월 27일(화), 5월 4일(화) 강의대상... "
361,LG 트롬 건조기 스마트폰으로 자가 진단하기,LG 건조기 스마트 진단 모든 스마트폰은 마이크가 아래쪽에 하나 위쪽에 하나 보통 이렇게 2개가 있기 때문에 위 사진처럼 스마트폰을 스마트 진단 아이콘 바로 위에... 
362,로또 스마트폰으로 온라인 구매 하는 방법??,그러면 스마트폰에서도 가능할까요? 대부분 javascript 로 만들어져 있는 사이트이고 별도의 보안 프로그램 설치 없이 구입을 할수가 있어서 스마트폰에서도... 
363,그때 그 시절 - 나의 첫 스마트폰 삼성 갤럭시S,"폰들을 스마트폰 이라고 우기고 있었습니다 삼성이 아이폰을 들여오지 말라고... 첫 스마트폰, 처음 일년반 동안은 너무 좋았던 추억은 남아 있습니다 전원과 이어폰... "
364,[스마트폰] 인피닉스 노트 10(Note 10),"(Touchscreen/slate) 스마트폰(Smartphone) 색상 블랙(Black), 퍼플(Purple)... 28 [스마트폰] 인피닉스 노트 10 프로(Note 10 Pro) (0) 2021.05.22 [스마트폰]... "
365,스마트폰 사진 잘찍는법 인물 사진 라이브포커스 활용,발전하며 스마트폰에서도 구현이 되고 있습니다. 요즘 스마트폰에는 아웃포커스를 위한 심도 카메라를 따로 넣어주는 경우도 있습니다. 단 스마트폰에서 구현되는... 
366,LG Q52 스마트폰 스펙! 프리미엄 스마트폰 빰친 LG Q52 디자인,"LG Q52 스마트폰 스펙, 가격, 디자인 3박자 가성비폰 스마트폰을 고를 때 가장 중요한 것 중 하나가 디자인이라는 생각이 듭니다. 아무리 가성비폰이라고 해도... "
367,다음 스마트폰 뉴스 서비스 유감,언제부터인가 스마트폰 뉴스어플인 모두의 신문에서 다음뉴스를 제공하지 않고 있다. 네이버 뉴스는 잘되고 있다. 👉네이버 뉴스는 조선일보 노출이 부쩍... 
368,스마트폰 갤럭시 부재중 통화 표시하는 방법,반응형 갤럭시 스마트폰의 기본 전화 앱과 SK 가입자가 주로 사용하는 T 전화 앱의... 잠긴 스마트폰 화면에 알림을 표시할 것인지 결정하는 옵션입니다 . 스마트폰의... 
369,윈도우10 사용자 휴대폰 써보니.. 스마트폰은 주머니로..,"사용하면서 스마트폰의 알림을 받거나, 심지어는 앱도 윈도우10 에서 실행할수... 윈도우 PC 를 사용하는 동안에는 스마트폰은 가방이나 주머니에 넣어 두어도 문제가... "
370,디자인 깔끔 실속형 LTE 스마트폰 LG Q52 후기,요즘 출시되는 스마트폰이 대부분 5G 서비스를 지원하는 스마트폰인데 오랜만에 LTE 통신을 지원하는 보급형 스마트폰이 나왔습니다. 보통 보급형 스마트폰은... 
371,스마트폰을 웹캠으로 사용하기,728x90 2010년 9월 아이폰4를 시작으로 스마트폰 사용을 10년 넘게 사용하고... 오늘은 그 첫 단계로 스마트폰을 웹캠으로 활용하는 방법을 정리해둡니다.(블로그에... 
372,2020년 3분기 전 세계 스마트폰 판매. 샤오미 떡상하고... ,사진은 권력이다 2020년 3분기 전 세계 스마트폰 판매. 샤오미 떡상하고 화웨이 떡락 본문 IT/가젯/모바일(휴대폰) 2020년 3분기 전 세계 스마트폰 판매. 샤오미... 
373,이노픽스(Innofix) 스마트폰/태블릿 거치대 9개월 후기,728x90 2020/03/30 - [재화/용역 사용 후기] - 스마트폰 침대용 거치대 구매후기 스마트폰 침대용 거치대 구매후기 침대에 누웠을 때 사용할 수 있는 스마트폰 거치대... 
374,갤럭시 고대비 키보드 스마트폰 키보드 색상 변경,"갤럭시 고대비 키보드 색상 변경 방법, 스마트폰 키보드 색상 핸드폰 설정에서 바꿔 쓸수 있습니다. 가끔 스마트폰 화면 햇볕 때문에 키보드 잘 보이지 않을 때 쓰긴... "
375,스마트폰 전면 카메라 언제쯤 사라질까? ZTE AXON 20,스마트폰을 사용하면서 추가 되는 것들도 있지만 사라지는 것 들도 있습니다.... 스마트폰 업계는 전면의 화면을 크고 깔끔하게 만들기 위한 노력을 거듭하고... 
376,Whave : 남는 스마트폰을 CCTV로 사용하기,스마트폰 카메라를 활용하는 유용한 방법...이라는 게 눈에 띄어 적어봅니다. 번인생기고 화면금간 구세대 보급형 스마트폰은 팔려 해도 얼마 못 받고... 
377,스마트폰에서 장착해서 사용하는 앨리스 카메라,사진은 권력이다 스마트폰에서 장착해서 사용하는 앨리스 카메라 본문 사진정보/카메라 스마트폰에서 장착해서 사용하는 앨리스 카메라 썬도그 2020. 9. 27. 17... 
378,안드로이드 스마트폰 뒷면 탭 활용해 보자.,안드로이드 스마트폰을 사용하시면서 혹시 후면 탭 기능을 사용하고 계시는... 그런데 후면 탭 기능을 활용을 하면 꾀 편하게 안드로이드 스마트폰을 활용할수가... 
379,2020년 스마트폰 판매량과 시장점유율로 본 삼성전자의... ,사진은 권력이다 2020년 스마트폰 판매량과 시장점유율로 본 삼성전자의 어두운 미래 본문 IT/가젯/모바일(휴대폰) 2020년 스마트폰 판매량과 시장점유율로 본... 
380,이 가격 실화? 너무 싸서 놀란 다이소 스마트폰 삼각대,너무 싸서 놀란 다이소 스마트폰 삼각대 본문 사진정보/카메라 이 가격 실화? 너무 싸서 놀란 다이소 스마트폰 삼각대 썬도그 2021. 6. 24. 10:37 반응형 DSLR이 무거워서... 
381,스마트폰 카툭튀를 없애줄 근 미래의 기술 메타렌즈가 다가온다,사진은 권력이다 스마트폰 카툭튀를 없애줄 근 미래의 기술 메타렌즈가 다가온다 본문 사진정보/카메라 스마트폰 카툭튀를 없애줄 근 미래의 기술 메타렌즈가... 
382,LG 트롬 건조기 스마트폰으로 자가 진단하기,LG 건조기 스마트 진단 모든 스마트폰은 마이크가 아래쪽에 하나 위쪽에 하나 보통 이렇게 2개가 있기 때문에 위 사진처럼 스마트폰을 스마트 진단 아이콘 바로 위에... 
383,로또 스마트폰으로 온라인 구매 하는 방법??,그러면 스마트폰에서도 가능할까요? 대부분 javascript 로 만들어져 있는 사이트이고 별도의 보안 프로그램 설치 없이 구입을 할수가 있어서 스마트폰에서도... 
384,그때 그 시절 - 나의 첫 스마트폰 삼성 갤럭시S,"폰들을 스마트폰 이라고 우기고 있었습니다 삼성이 아이폰을 들여오지 말라고... 첫 스마트폰, 처음 일년반 동안은 너무 좋았던 추억은 남아 있습니다 전원과 이어폰... "
385,[스마트폰] 인피닉스 노트 10(Note 10),"(Touchscreen/slate) 스마트폰(Smartphone) 색상 블랙(Black), 퍼플(Purple)... 28 [스마트폰] 인피닉스 노트 10 프로(Note 10 Pro) (0) 2021.05.22 [스마트폰]... "
386,스마트폰 사진 잘찍는법 인물 사진 라이브포커스 활용,발전하며 스마트폰에서도 구현이 되고 있습니다. 요즘 스마트폰에는 아웃포커스를 위한 심도 카메라를 따로 넣어주는 경우도 있습니다. 단 스마트폰에서 구현되는... 
387,LG Q52 스마트폰 스펙! 프리미엄 스마트폰 빰친 LG Q52 디자인,"LG Q52 스마트폰 스펙, 가격, 디자인 3박자 가성비폰 스마트폰을 고를 때 가장 중요한 것 중 하나가 디자인이라는 생각이 듭니다. 아무리 가성비폰이라고 해도... "
388,다음 스마트폰 뉴스 서비스 유감,언제부터인가 스마트폰 뉴스어플인 모두의 신문에서 다음뉴스를 제공하지 않고 있다. 네이버 뉴스는 잘되고 있다. 👉네이버 뉴스는 조선일보 노출이 부쩍... 
389,스마트폰 갤럭시 부재중 통화 표시하는 방법,반응형 갤럭시 스마트폰의 기본 전화 앱과 SK 가입자가 주로 사용하는 T 전화 앱의... 잠긴 스마트폰 화면에 알림을 표시할 것인지 결정하는 옵션입니다 . 스마트폰의... 
390,윈도우10 사용자 휴대폰 써보니.. 스마트폰은 주머니로..,"사용하면서 스마트폰의 알림을 받거나, 심지어는 앱도 윈도우10 에서 실행할수... 윈도우 PC 를 사용하는 동안에는 스마트폰은 가방이나 주머니에 넣어 두어도 문제가... "
391,디자인 깔끔 실속형 LTE 스마트폰 LG Q52 후기,요즘 출시되는 스마트폰이 대부분 5G 서비스를 지원하는 스마트폰인데 오랜만에 LTE 통신을 지원하는 보급형 스마트폰이 나왔습니다. 보통 보급형 스마트폰은... 
392,스마트폰을 웹캠으로 사용하기,728x90 2010년 9월 아이폰4를 시작으로 스마트폰 사용을 10년 넘게 사용하고... 오늘은 그 첫 단계로 스마트폰을 웹캠으로 활용하는 방법을 정리해둡니다.(블로그에... 
393,2020년 3분기 전 세계 스마트폰 판매. 샤오미 떡상하고... ,사진은 권력이다 2020년 3분기 전 세계 스마트폰 판매. 샤오미 떡상하고 화웨이 떡락 본문 IT/가젯/모바일(휴대폰) 2020년 3분기 전 세계 스마트폰 판매. 샤오미... 
394,이노픽스(Innofix) 스마트폰/태블릿 거치대 9개월 후기,728x90 2020/03/30 - [재화/용역 사용 후기] - 스마트폰 침대용 거치대 구매후기 스마트폰 침대용 거치대 구매후기 침대에 누웠을 때 사용할 수 있는 스마트폰 거치대... 
395,갤럭시 고대비 키보드 스마트폰 키보드 색상 변경,"갤럭시 고대비 키보드 색상 변경 방법, 스마트폰 키보드 색상 핸드폰 설정에서 바꿔 쓸수 있습니다. 가끔 스마트폰 화면 햇볕 때문에 키보드 잘 보이지 않을 때 쓰긴... "
396,스마트폰 전면 카메라 언제쯤 사라질까? ZTE AXON 20,스마트폰을 사용하면서 추가 되는 것들도 있지만 사라지는 것 들도 있습니다.... 스마트폰 업계는 전면의 화면을 크고 깔끔하게 만들기 위한 노력을 거듭하고... 
397,Whave : 남는 스마트폰을 CCTV로 사용하기,스마트폰 카메라를 활용하는 유용한 방법...이라는 게 눈에 띄어 적어봅니다. 번인생기고 화면금간 구세대 보급형 스마트폰은 팔려 해도 얼마 못 받고... 
398,스마트폰에서 장착해서 사용하는 앨리스 카메라,사진은 권력이다 스마트폰에서 장착해서 사용하는 앨리스 카메라 본문 사진정보/카메라 스마트폰에서 장착해서 사용하는 앨리스 카메라 썬도그 2020. 9. 27. 17... 
399,안드로이드 스마트폰 뒷면 탭 활용해 보자.,안드로이드 스마트폰을 사용하시면서 혹시 후면 탭 기능을 사용하고 계시는... 그런데 후면 탭 기능을 활용을 하면 꾀 편하게 안드로이드 스마트폰을 활용할수가... 
400,2020년 스마트폰 판매량과 시장점유율로 본 삼성전자의... ,사진은 권력이다 2020년 스마트폰 판매량과 시장점유율로 본 삼성전자의 어두운 미래 본문 IT/가젯/모바일(휴대폰) 2020년 스마트폰 판매량과 시장점유율로 본... 
401,이 가격 실화? 너무 싸서 놀란 다이소 스마트폰 삼각대,너무 싸서 놀란 다이소 스마트폰 삼각대 본문 사진정보/카메라 이 가격 실화? 너무 싸서 놀란 다이소 스마트폰 삼각대 썬도그 2021. 6. 24. 10:37 반응형 DSLR이 무거워서... 
402,스마트폰 카툭튀를 없애줄 근 미래의 기술 메타렌즈가 다가온다,사진은 권력이다 스마트폰 카툭튀를 없애줄 근 미래의 기술 메타렌즈가 다가온다 본문 사진정보/카메라 스마트폰 카툭튀를 없애줄 근 미래의 기술 메타렌즈가... 
403,인공지능 탑재한 셀리온 온열매트 스마트폰에 사용하기,셀리온 스마트앱을 검색하면 다운로드 할 수 있습니다. 제 경우 아이폰에서 검색해도 나오지 않아서 안드로이드 스마트폰에 다운로드후 설치 했습니다. 참고로... 
404,[스마트폰] 소니 엑스페리아 5 III(Xperia 5 III),"(Touchscreen/slate) 스마트폰(Smartphone) 색상 블랙(Black), 그린(Green)... 글 [스마트폰] 샤오미 포코 M2 리로디드(Poco M2 Reloaded) (0) 2021.04.24... "
405,안드로이드 스마트폰 ADB 설치 없이 웹브라우저에서 사용하기,안드로이드 스마트폰을 사용하시는 분들이라면 ADB 를 이용해 보신분들이 계실거라고 생각합니다. ADB 는 Android Debug Bridge 로 안드로이드 스마트폰에 Terminal 을... 
406,스마트폰 가상화폐 채굴앱 Pi Network 사용후기,이번 포스팅에서는 스마트폰 가상화폐 채굴앱 3종을 설치해보고 느낀점을 알아... 스마트폰에서 아주 간단하게 채굴을 하는 신규 코인들이 많이 있습니다. 물론... 
407,스마트폰과 인스타그램만 있으면 사진작가가 될 수 있어요!,사진은 권력이다 스마트폰과 인스타그램만 있으면 사진작가가 될 수 있어요! 본문 사진정보/사진에관한글 스마트폰과 인스타그램만 있으면 사진작가가 될 수... 
408,스마트폰 사진 동영상 무선 파일전송 편하게 하기 - 샌드애니웨어,"반응형 스마트폰과 윈도우, 맥북 등 다양한 플랫폼에서 무선 파일 전송을 지원하는 샌드애니웨어 앱을 소개합니다. 스마트폰의 다양한 파일들을 컴퓨터로 옮길... "
409,내 손 안의 스마트폰(유튜브 동영상 제작) 강의 - 5강 6강,반응형 강의 개요 강의주제 : 스마트폰으로 유튜브 동영상 제작하기 강의형태... 손안의 스마트폰 유튜브 동영상 제작 수업에는 정말 많은분들이 참여해주시고... 
410,"구형 스마트폰 상단바의 (+) 아이콘은 ""데이터세이버""","※ 삼성전자 스마트폰, 안드로이드 9.0 탑재 단말기는 유심을 빼도 이 아이콘이 나오지 않습니다. ※ 아침님이 알려주셨습니다. 데이터세이버 기능을 켜면 그렇다고..... "
411,스마트폰 갤럭시 통화 중 앱 알람 소리 변경하기,반응형 스마트폰으로 통화 중에 말로 의미전달을 하기 힘들 때는 카카오톡 같은 SNS... 스마트폰의 다양한 차단 옵션으로 원인일 수 있습니다 . 첫 번째는 통화 설정에서... 
412,디자인 깔끔 실속형 LTE 스마트폰 LG Q52 후기,요즘 출시되는 스마트폰이 대부분 5G 서비스를 지원하는 스마트폰인데 오랜만에 LTE 통신을 지원하는 보급형 스마트폰이 나왔습니다. 보통 보급형 스마트폰은... 
413,스마트폰을 웹캠으로 사용하기,728x90 2010년 9월 아이폰4를 시작으로 스마트폰 사용을 10년 넘게 사용하고... 오늘은 그 첫 단계로 스마트폰을 웹캠으로 활용하는 방법을 정리해둡니다.(블로그에... 
414,2020년 3분기 전 세계 스마트폰 판매. 샤오미 떡상하고... ,사진은 권력이다 2020년 3분기 전 세계 스마트폰 판매. 샤오미 떡상하고 화웨이 떡락 본문 IT/가젯/모바일(휴대폰) 2020년 3분기 전 세계 스마트폰 판매. 샤오미... 
415,이노픽스(Innofix) 스마트폰/태블릿 거치대 9개월 후기,728x90 2020/03/30 - [재화/용역 사용 후기] - 스마트폰 침대용 거치대 구매후기 스마트폰 침대용 거치대 구매후기 침대에 누웠을 때 사용할 수 있는 스마트폰 거치대... 
416,갤럭시 고대비 키보드 스마트폰 키보드 색상 변경,"갤럭시 고대비 키보드 색상 변경 방법, 스마트폰 키보드 색상 핸드폰 설정에서 바꿔 쓸수 있습니다. 가끔 스마트폰 화면 햇볕 때문에 키보드 잘 보이지 않을 때 쓰긴... "
417,스마트폰 전면 카메라 언제쯤 사라질까? ZTE AXON 20,스마트폰을 사용하면서 추가 되는 것들도 있지만 사라지는 것 들도 있습니다.... 스마트폰 업계는 전면의 화면을 크고 깔끔하게 만들기 위한 노력을 거듭하고... 
418,Whave : 남는 스마트폰을 CCTV로 사용하기,스마트폰 카메라를 활용하는 유용한 방법...이라는 게 눈에 띄어 적어봅니다. 번인생기고 화면금간 구세대 보급형 스마트폰은 팔려 해도 얼마 못 받고... 
